What is the title of the first movie you saw ,Remember
Explain choices made in making recommendations to an end user.,Evaluate
Describe how Phillip and Timothy survived on the Cay.,Understand
What would you do if a heavy growth of bacteria had occurred ,Apply
Recite the the Gaussian law,Remember
 Examine carefully the given map extract on the following page to help you work out the exercise below.,Analyse
How would you have handled . . .?,Evaluate
How do we construct agents that can deliver. “good” assistance,Apply
Organize this book into three or more sections and give your own subtitle for each section.,Create
State the formula for the area of a circle,Remember
Distinguish between abstract date types (ADTs) and implementations of ADTs,Analyse
Explain the causes of historical events,Understand
Correctly label the brain lobes indicated on the diagram below,Remember
"Recite the poem Auto Wreck.""""ecite the po""""""ecite the poem A""",Remember
"Define stream bank, floodplain and substrate.",Remember
 How do you construct foliations on a given manifold M?,Apply
Describe how the linear polarization method can yield corrosion rates,Understand
How would you relate position concept with position strategy,Apply
Would you have liked to have had Cinderella for a sister? Explain why or why not.,Evaluate
Design and make an animal that moves.,Create
Write a letter to the editor on a social issue of concern to you.,Create
Compose a complete C program that reads text strings from a text file into a suitable data,Create
Conclude and support which economic system leads to a higher standard of living.,Evaluate
Describe nuclear transport to a lay person.,Understand
Can you design a . . . to . . .?,Create
Invent a machine to do a specific task.,Create
Apply your understanding the Olympic spirit to develop a new motto or slogan.,Apply
Describe what goes in each of the four areas on the first page of notes,Understand
Relate the principle of reinforcement to classroom interactions.,Apply
List the characteristics peculiar to the Cubist movement.,Remember
Justify and nominate ways to prevent animal extinction.,Evaluate
Listen to two classmates conversing on tape and critique their performance on the basis of the skills covered this semester.,Evaluate
Are you a . . . person?,Evaluate
Evaluate two Internet sources of information about the Egyptians. Which would be a better choice for your purpose and why?,Evaluate
Explain in one's own words how to create a query in a database.,Understand
who was the first to compose in the arts of makamat,Remember
Outline in your own words how the Leggo's Tomato Paste advertisement sells their product.,Understand
Can you find four different feelings Pa Lia had during the story?,Analyse
"Create a new song for the opening line of Mary had a little lamb.""""reate a new song for the""""""reate a new song for the ope""",Create
Are there students who should not use the Cornell method?,Evaluate
Establish criteria for making this choice and defend your final selection.,Evaluate
Compare the place where the story happened with where you live.,Analyse
Describe an experiment to answer the question of the effects of weight on the fall of an object.,Apply
Identify the five major prophets of the Old Testament.,Remember
Evaluate appropriate and inappropriate actions of characters.,Evaluate
Compare two dog food commercials. What is the difference between them and how do they both sell their products?,Analyse
Break down the main actions of the story.,Analyse
Recall the following pictoral example of an implementation of some queue operations,Remember
What criteria would you use to assess...?,Evaluate
"Given a graph of production trends in automobiles, describe what the graph represents in a memo to your boss.",Understand
List three predominant economic systems that exist,Remember
 What happens if you restrict a determinental process to a subset R  S? ,Apply
Can you develop a proposal which would . . .?,Create
What is a global variable?,Remember
Compare and contrast the waterfall model with the prototyping model.,Analyse
How would you distinguish between polymyositis and viral myositis in a 42-year-old man with weakness and a rash?,Analyse
design a cost effective strategy to generate reliable data.,Create
How does Tdap differ from Td vaccine,Analyse
How much water does an elephant drink,Remember
"Explain what the author means by the statement our intellectual powers are geared to master static relations.""xplain what the author means by the statement our intellectua""""plain what the """"""xplain what the author means by the statement our intellectual powers are geared """,Understand
How does your agency inspect against its expectation for operators ,Analyse
Describe 4 types of coupling in software design.,Understand
Select the best title for a passage,Understand
"Given these five corrosion inhibitors, V, W, X, Y, Z, identify which are passivators  ",Understand
"Given two possible solutions, A and B, to solving the given software development problem, decide on the best solution. Give your justification.",Evaluate
Develop and execute a program for this exercise,Create
Translate an equation into a spreadsheet formula.,Understand
Design a machine to perform a specific task.,Create
Which of the following item does not belong to the set ?,Remember
Describe the economic consequence of a neolocal society. Support your description with information you have learned from this course.,Evaluate
State four attributes of well engineered software.,Remember
Write a logically organized argument in favor of a given position.,Create
Decide which course of action was most effective ,Evaluate
Translate a written text aloud from L2 to English.,Understand
Describe in your own words what is meant by a sprained ankle.,Understand
Justify the title To Kill a Mockingbird .,Evaluate
What are the representational symbols on maps and charts,Remember
Revise how to complete a complex task in order to improve the outcome.,Create
Can you apply the method used to some experience of your own . . .?,Apply
"Using straight value depreciation, decide between two copper-nickel alloys for the design of a heat exchanger.  ",Evaluate
Judge whether Olympic Ideals are realistic or unrealistic for the contemporary elite athlete.,Evaluate
Describe in your own words how to copy text from one program into another.,Understand
In one sentence explain the main idea of a written passage.,Understand
Paraphrase the poem in your own words,Understand
"Which of the two algorithms, bubblesort or quicksort, is more efficient? Justify your answer.",Evaluate
when did saudi arabia start using internet,Remember
How could you re-write this story with a city setting?,Create
 Construct one Turing Machine for computing each of the following functions,Apply
Create a set of guidelines to determine the points of a plant susceptible to localized corrosion.,Create
Retell the story in your words.,Understand
How many states are there in USA,Remember
Compare and contrast two characters in the book.,Analyse
Defend your use of a specific strategy in solving the problem.,Evaluate
Devise a new economic system based on the ones that already exist.,Create
Evaluate board games and justify why rules are important.,Evaluate
What would result if …,Apply
Combine any two sports to develop a new Olympic sport.,Create
List reserved words in C programming.,Remember
Solve a math problem using familiar procedure or formula,Apply
Compute the area of actual circles.,Apply
Tell how Phillip kept himself alive after Timothy died.,Understand
Interpret the pictures.,Understand
 Estimate the risk of serious illness for consumers in different susceptible population groups,Evaluate
 How are the adolescents with ASD similar of different from each other in their sources of communication breakdowns ?,Analyse
Compare this book to the last book you read.,Analyse
Specify the thickness of a galvanized coating based on atmospheric data? (level 2) ,Apply
Contrast the Valles Marineris on Mars with the Grand Canyon,Analyse
Estimate roughly how long the collision process takes,Evaluate
"Analyze the problem, identifying its variables.",Analyse
"If notes are available on the professor’s website, how should those notes be used?",Apply
Draw a picture of the bears' house.,Apply
Why don’t you devise your own way to deal with . . .?,Create
Integrate training from several sources to solve a problem.,Create
What can I do to investigate this problem further,Analyse
"How do I differentiate between deceive and ""cheat on""?""""ow do I differentiate be""""""ow do I differentiate between deceive"" and """"w do """,Analyse
Show how they have used creative writing strategies appropriate to the format,Apply
Define mercantilism.,Remember
Evaluate the level of galvanic coupling between two metals using basic kinetic information? (level 4) ,Evaluate
Compose your own note-taking design that incorporates all theadvantages of the Cornell Method.,Create
State the guidelines to design an anodic protection system,Remember
List the steps involved in titration.,Remember
 Outline your experience in working with service users,Understand
Contrast Olympic athletes of today with athletes of past Olympic games.,Analyse
Which of the following actions would probably be least effective in determining the answer? ,Evaluate
Do you think . . . is a good or a bad thing?,Evaluate
How would you classify the geographic location of your school,Understand
Summarize the main point of these two texts in your own words ,Understand
Differentiate between the following terms along with appropriate examples,Analyse
Define four types of traceability.,Remember
analyze the positive and negative points presented concerning the abolition of guns and write a brief (2-3page) narrative of your analysis.,Analyse
"Given the data we've looked at on this topic, evaluate how appropriate this conclusion is and defend your answer.",Evaluate
Select the athlete of the century and analyze why you chose this person.,Analyse
Develop a plan for a new Olympic Bid System.,Create
In Which part of the world does he live ,Remember
Compare fall and spring,Analyse
How do psychologists differ in their general attitudes toward third party presence,Analyse
Investigate whether or not the system can be solved for x; y; z ,Analyse
Can you compare your . . . with that presented in . . .?,Analyse
Distinguish between micro and macro economics.,Analyse
how the investigation was undertaken,Analyse
State the definition of application in Bloom's Taxonomy.,Remember
How many loop statement available in c++?,Remember
Describe what happened at...?,Understand
"If your story happened in a foreign land, compare that land to the United States.",Analyse
Compose music for a frog play.,Create
Use the rule for a semicolon in a sentence.,Apply
"Given the data available on a research question, take a position and defend it.",Evaluate
What are the parts or features of...?,Analyse
Contrast building in the coastal zone with building in a river floodplain.,Analyse
Summarize this magazine article.,Understand
who was the first man on the moon,Remember
How would you differentiate between heterodox and mainstream,Analyse
Use a costing model to compute prices on goods to maximise profits and minimise costs.,Apply
Choose a character. Rewrite a scene from the story from this character's point of view.,Create
State the rule for using a semicolon in a sentence.,Remember
when did the first saudi radio station open,Remember
 Construct a family of networks to demonstrate that the number of different mincuts in a network can be exponential in the size of the network,Apply
